Temperature_Sensor_Sample_Input,Humidity_Sensor_Sample_Input,Light_Sensor_Sample_Input,CO2_Sensor_Sample_Input,HumidityRatio_Sensor_Sample_Input,Golden_Reference_Occupancy
31968,12068,18562,13445,9108,1
31968,11848,18562,13962,8908,1
31968,11848,18647,14043,8908,1
31968,11922,18531,13770,8975,1
31968,12068,18562,13861,9108,1
32367,12302,18658,14023,9406,1
32767,12464,18499,14246,9639,1
32767,12610,18689,14297,9772,1
33566,12903,18499,14479,10213,1
33566,13181,18817,14905,10467,1
33566,13313,18817,15139,10587,1
33566,13115,18817,15027,10407,1
33566,13247,18817,15179,10527,1
33566,13049,18817,15206,10346,1
33566,13049,18986,15169,10346,1
33566,13049,18817,14997,10346,1
33566,12756,19272,14885,10079,1
33566,12610,19272,14794,9945,1
33566,12756,19495,14868,10079,1
34765,12683,19050,15007,10272,1
34365,12610,19050,15199,10118,1
35165,12683,19272,14774,10359,1
35165,12659,19043,15287,10337,1
34765,12683,19495,15919,10272,1
35165,12456,19325,15757,10151,1
35165,12464,19495,15544,10157,1
35524,12537,19050,15433,10303,1
36603,12356,19198,15233,10371,1
36244,12464,19495,15483,10392,1
36603,12464,19495,15605,10470,1
37136,12561,19495,16112,10677,1
36603,12464,19103,16213,10470,1
36603,12561,19269,16261,10561,1
37003,12383,18817,16082,10483,1
36603,12464,18817,16207,10470,1
36603,12561,19269,16017,10561,1
37003,12464,19495,16132,10558,1
37402,12464,19156,16173,10645,1
37163,12399,19325,16031,10533,1
36923,12335,19495,15889,10421,1
37136,12053,19495,15598,10207,1
37669,12249,19495,15558,10504,1
38202,12068,19050,15646,10452,1
38202,11848,19495,15544,10248,1
37402,12449,19050,15757,10631,1
37402,12756,19050,16153,10917,1
36603,13181,19495,16578,11134,1
37402,13247,19304,16933,11372,1
36603,13313,19368,17126,11256,1
37402,13049,19050,16964,11188,1
37003,13313,19272,17116,11344,1
36603,13313,19495,17207,11256,1
37003,13313,19495,17369,11344,1
37003,13247,19495,17511,11283,1
38202,13459,19495,17613,11747,1
38202,13247,19272,17430,11549,1
38202,13049,19198,17369,11365,1
38202,13189,19050,17309,11494,1
37802,13394,19272,17511,11596,1
38202,13049,19368,17613,11365,1
38202,13247,19240,17643,11549,1
37136,13137,19664,17464,11211,1
37802,13386,19558,17623,11589,1
38202,13459,19050,17674,11747,1
37402,13767,19050,17674,11854,1
38202,13606,19240,17907,11883,1
37402,12896,19304,17663,11046,1
37669,13049,19834,17505,11247,1
36603,13049,19240,17187,11012,1
37136,13049,19240,17248,11129,1
37003,12830,19876,17390,10897,1
37402,12464,19876,17004,10645,1
37003,12068,19876,16720,10191,1
37003,12222,19717,16680,10334,1
36603,12976,20141,16791,10944,1
36603,12756,19664,16680,10741,1
36603,13049,19452,16822,11012,1
36603,13155,19842,17471,11109,1
37802,12962,20088,17556,11195,1
38202,11848,20865,17221,10248,1
37136,12659,20088,16747,10768,1
38202,12376,20353,16994,10738,1
39520,12603,21359,17014,11240,1
39960,12756,22864,17450,11481,1
39960,11658,21571,17288,10453,1
39960,11995,22398,17025,10768,1
41558,12529,21148,17329,11623,1
42357,12222,21095,17734,11510,1
42757,12756,21201,17887,12105,1
43157,12464,20724,17816,11916,1
43157,12383,20777,17988,11840,1
43157,12302,20936,17917,11764,1
43157,12141,20582,17897,11611,1
43157,11922,20406,17765,11402,1
43157,12149,20512,17511,11618,1
43157,12683,20459,17765,12125,1
43636,12141,20229,18181,11717,1
43636,12258,20229,18343,11829,1
44236,11863,20565,18170,11586,1
44020,12159,20565,17866,11819,1
43636,11585,20459,17724,11189,1
44595,12302,19664,17511,12084,1
43516,12083,20300,17603,11635,1
43876,11651,20205,17836,11304,1
43157,11848,20173,17775,11333,1
43157,11782,20342,17927,11271,1
43636,11673,20300,17843,11272,1
43516,11585,20300,17663,11162,1
43516,11585,20565,17653,11162,1
43157,11292,20724,17572,10805,1
43157,11717,20724,17511,11208,1
44236,11856,19982,17603,11579,1
44116,11673,19961,17694,11378,1
44595,11145,20671,17207,10981,1
44595,10999,19820,16937,10842,1
44595,11438,19887,16903,11261,1
43636,11194,19594,16950,10818,1
44595,11292,19611,17096,11121,1
44595,11358,19611,17065,11184,1
44595,10999,20017,16829,10842,1
44595,11520,20554,16568,11339,1
43876,10999,20300,16612,10685,1
43876,11292,19982,16589,10963,1
43157,11487,19664,16761,10991,1
43516,11438,20141,16903,11023,1
43157,11292,20300,17004,10805,1
43157,11292,19664,16639,10805,1
43157,11292,19876,16680,10805,1
43157,11292,19823,16731,10805,1
43157,11365,20406,16954,10875,1
43157,10999,20300,16964,10528,1
43516,11292,20300,16761,10884,1
44116,11097,20794,16450,10830,1
43516,11072,21306,16345,10676,1
43516,10999,20777,16355,10606,0
43157,10999,20300,16244,10528,0
43157,10677,20088,15950,10222,0
43157,11072,20883,15889,10597,0
43157,10882,21487,15747,10417,1
43157,11219,20512,15544,10736,1
43157,10830,19823,15747,10368,1
43157,10677,19664,15828,10222,1
43157,10677,19876,15531,10222,1
43157,10757,19664,15463,10299,1
43157,10999,19961,15179,10528,1
43157,10677,19611,15179,10222,1
43157,10677,20406,15220,10222,1
43157,10677,20300,15159,10222,1
43157,10677,19887,15230,10222,1
43157,10677,19876,15233,10222,1
43157,10677,19876,14936,10222,1
42357,10603,19399,15250,9980,1
42091,10481,19523,15328,9808,1
42357,10530,19728,15281,9911,1
43157,10677,20102,15477,10222,1
42757,10757,20247,15402,10212,1
42357,10259,20671,15281,9655,1
43157,11097,20865,15118,10620,1
43157,10918,20777,15406,10451,1
43157,10784,20512,15706,10324,1
43157,10891,20371,15504,10426,1
43157,10472,20830,15534,10028,1
42757,10757,21254,15788,10212,1
43157,10677,20936,15828,10222,1
43157,10677,20936,15554,10222,1
43157,10677,20300,15977,10222,1
43157,10686,21444,15936,10232,1
43157,10384,21783,15828,9945,1
43157,10757,21773,15717,10299,1
43157,10677,21783,15422,10222,1
43157,10677,20936,15341,10222,1
43157,10999,21783,15727,10528,1
43157,10784,21501,16031,10324,1
43157,10677,24051,15929,10222,1
43157,10677,21730,15869,10222,1
43157,10530,22398,15646,10083,1
43516,10457,22949,15960,10092,1
43157,10259,22620,15808,9827,1
43636,10394,21359,15477,10057,1
44595,10538,20936,15717,10402,1
44236,10464,21042,15950,10254,1
44595,10252,21042,15889,10130,1
44595,10398,21359,15747,10269,1
44595,10398,20724,15767,10269,1
44595,10318,20724,15909,10193,1
44595,10208,21981,15801,10088,1
44116,10296,20724,15733,10068,1
44595,10391,20618,15686,10262,1
44595,10252,19982,15950,10130,1
43636,10579,20088,16220,10234,1
43876,10530,20512,16376,10239,1
44116,10677,20300,16531,10430,1
44236,11131,20300,16416,10889,1
44595,10677,20300,16166,10535,1
43876,10677,20512,16548,10378,1
43876,10918,20618,16335,10608,1
43876,10838,21148,16558,10531,1
43876,10830,21677,16578,10524,1
43157,10984,22101,16234,10514,1
43636,10579,21359,15774,10234,1
43636,10384,20724,15666,10048,1
43157,10579,21218,15693,10130,1
43157,10318,21656,15595,9882,1
43157,10186,21201,15291,9757,1
43157,10120,20936,14905,9695,1
43157,10022,21077,14990,9602,1
43157,9827,21006,14868,9417,1
43157,9944,20851,14632,9528,1
43157,9974,21571,14557,9556,1
43157,9534,21571,14449,9140,1
43157,9534,20989,14206,9140,1
43157,9534,21148,14084,9140,1
43157,9827,20724,13760,9417,1
43157,9900,20395,13983,9487,1
43157,9607,20724,14043,9209,1
43157,9534,16009,13993,9140,1
43157,9754,1864,13871,9348,0
43157,9754,2553,13881,9348,0
42357,9681,2574,13820,9108,0
42357,9681,2415,14084,9108,0
41558,9534,2839,14003,8801,0
41558,9534,2818,13749,8801,0
41558,9534,2246,13242,8801,0
40493,9427,2472,12948,8476,0
40759,9534,2606,12989,8632,0
40359,9534,2055,12604,8548,0
39960,9454,2648,12472,8389,0
39960,9534,2913,12431,8464,0
39960,9454,1991,12232,8389,0
39520,9373,2309,12194,8222,0
39081,9212,2119,11975,7979,0
38202,9212,2119,11995,7797,0
38202,9212,2217,11691,7797,0
38202,9212,2415,11346,7797,0
38202,9212,3443,11194,7797,0
38202,8646,2119,11231,7270,0
37402,8853,2193,10687,7298,0
36603,8734,2472,10488,7023,0
36603,8558,5566,10244,6861,0
36603,8787,12438,10119,7073,1
36603,8655,18647,10028,6951,1
36603,8436,20501,10129,6748,1
36603,8289,20883,9977,6613,1
36603,8363,21148,9998,6681,1
36603,8216,20724,9704,6545,1
36603,8363,20300,9764,6681,1
36603,8216,20618,9967,6545,1
36603,7828,20724,9866,6187,1
36603,8143,20777,9724,6478,1
36603,8363,20618,9967,6681,1
38202,8070,20978,10241,6735,1
38202,8070,20371,10028,6735,1
38202,8070,20565,10160,6735,1
39081,8070,20936,10231,6914,1
39960,8070,21218,10380,7094,1
39960,7989,21550,10312,7018,1
39960,7909,21550,10190,6943,1
39960,7828,21201,9835,6867,1
39960,7989,21508,9845,7018,1
39960,7909,21889,9987,6943,1
39960,7674,22737,9876,6724,1
39960,7747,21783,10008,6792,1
39960,7454,21879,9785,6518,1
39960,7528,23139,9501,6586,0
39960,7747,24284,9731,6792,0
40759,7601,23765,10180,6818,0
41558,7650,22207,9704,7026,0
41558,7454,22758,9744,6843,0
41958,7257,23256,9602,6738,0
43157,7601,22949,9217,7308,1
42198,7513,23284,9440,7028,1
43157,7093,21571,9460,6827,1
42757,6971,22196,9105,6630,1
43157,6957,23712,8902,6697,1
42091,6693,23277,8537,6233,1
42624,7191,22264,8568,6811,1
43157,7191,22694,8953,6919,1
43157,6825,23118,8984,6572,1
43157,6898,23351,8649,6642,1
43516,6898,24835,8771,6715,1
43876,6751,24655,8679,6649,1
44116,6800,23634,8676,6744,1
44595,6585,24199,8852,6636,1
44595,6751,23542,8801,6795,1
44236,6605,22260,8608,6582,1
44236,6605,23044,8649,6582,1
44595,6605,23881,8690,6655,1
44595,6605,23380,8838,6655,1
44595,7044,22504,9186,7074,1
44116,6703,23450,9311,6651,1
44595,6751,22525,9095,6795,1
44595,6898,23161,9805,6934,1
44595,7191,22207,9967,7213,1
44595,7191,21571,10393,7213,1
45128,7279,22786,10555,7406,1
46194,7552,22207,10839,7888,1
44995,7681,23023,10981,7763,1
46194,8070,22659,11177,8384,1
46194,8216,22292,12046,8524,1
46194,8582,22122,12370,8875,1
46194,8070,23288,12340,8384,1
46194,8363,23214,12482,8664,1
46194,8831,23408,12908,9114,1
47073,8919,23351,13090,9385,1
47952,8919,22815,13097,9572,1
47952,8707,23531,12999,9367,1
47952,8853,24157,12654,9509,1
47952,9066,24157,12827,9714,1
47952,9153,22694,13192,9799,1
47952,9534,23705,13935,10166,1
47952,9534,23987,14236,10166,1
48751,9681,23616,14642,10481,1
49018,9730,23818,14327,10586,1
49550,9754,23998,14084,10726,1
49550,9925,24058,14368,10891,1
49550,10113,23818,14429,11074,1
49550,9827,23818,14388,10797,1
49550,9925,23493,14395,10891,1
49950,10464,23595,14459,11504,1
50350,10999,23521,15301,12113,1
50616,10891,23041,15693,12068,1
51149,10999,23182,15859,12292,1
51149,10838,22843,15889,12134,1
51149,11438,22843,15798,12721,1
51149,11651,22843,16386,12929,1
51149,11145,22800,16193,12435,1
51149,11145,22959,16126,12435,1
51149,11651,22483,16802,12929,1
50749,11717,22641,16933,12903,1
51149,11438,21995,16761,12721,1
51149,11365,22324,16619,12649,1
51149,11477,21699,17004,12759,1
51149,11717,21762,17329,12993,1
50083,11946,21133,17572,12976,1
50616,12044,22377,17870,13192,1
50749,12163,22377,18039,13339,1
51149,11585,21741,18140,12864,1
51149,12302,22186,18282,13566,1
51149,12229,22186,18343,13494,1
51149,12896,22292,18748,14146,1
51149,13181,22186,19053,14425,1
51149,13459,22408,19286,14698,1
51149,13394,22408,19519,14633,1
51149,13313,22405,19573,14554,1
51149,13686,21953,19478,14920,1
50749,13767,21953,19357,14905,1
50616,13821,21953,19681,14926,1
50749,13606,21762,19732,14748,1
51149,13928,21762,19600,15156,1
51149,13320,21985,19864,14561,1
51149,13635,21995,19898,14869,1
51149,13767,21571,19945,14998,1
51149,13928,21571,19965,15156,1
51149,14148,21730,20198,15371,1
51149,14712,21571,20381,15922,1
51149,14416,21571,20722,15634,1
51149,14712,21561,20979,15922,1
50350,14646,21783,20999,15668,1
51149,14514,21783,20787,15729,1
50616,14690,21571,20587,15774,1
49950,14653,21148,20655,15581,1
49550,14719,21148,20736,15551,1
49550,13918,21148,20547,14772,1
49550,12896,21148,19499,13778,1
49550,14426,21042,19134,15266,1
49550,14924,21148,20330,15750,1
49550,14319,20794,20776,15161,1
49550,12808,21359,19235,13693,1
49550,14148,21201,19124,14995,1
49550,14221,21148,19492,15067,1
49550,14294,21042,19560,15138,1
49550,13320,20724,19347,14191,1
49550,12903,20724,18971,13785,1
49151,13115,20724,18333,13900,1
49550,13049,20406,18262,13928,1
48751,13628,20512,18485,14304,1
49018,13909,20653,18802,14639,1
49151,13613,20512,18971,14383,1
48485,14123,20653,19100,14723,1
49550,14206,20512,19438,15052,1
49550,13123,20936,19134,13999,1
49550,12888,20936,19093,13771,1
49550,13401,20777,18789,14269,1
49550,14026,20300,19046,14877,1
49550,13613,20618,20107,14476,1
49550,12942,20300,19451,13823,1
49550,13533,20300,18880,14397,1
49550,12659,20300,18546,13548,1
49550,12356,20300,18410,13254,1
49550,13225,20300,18275,14098,1
49550,13767,20300,19093,14625,1
49550,13821,20300,19600,14677,1
49550,13767,20141,19833,14625,1
49550,13189,19982,19620,14063,1
49018,12659,19664,18802,13426,1
49151,12969,19823,18343,13757,1
48751,13174,20109,18627,13865,1
47952,11863,20109,18688,12415,1
47952,12356,20258,17897,12891,1
47952,13174,20109,18353,13681,1
47952,12288,20109,18566,12825,1
47952,12922,20258,18086,13438,1
48085,12710,20270,18206,13263,1
48218,12498,20283,18327,13088,1
47952,12229,20215,18069,12768,1
47512,13386,20046,18535,13785,1
47952,12903,19876,18860,13419,1
47952,12075,19876,18454,12620,1
47952,12302,19876,18181,12839,1
47952,13401,19876,18404,13900,1
47952,13613,19876,18982,14105,1
47952,12610,19876,18951,13136,1
47952,13262,19876,18708,13766,1
47366,13821,19876,19181,14170,1
47512,13613,19876,19813,14004,1
47366,13313,19876,19506,13681,1
46194,12969,19876,19215,13082,1
46194,13411,19876,18911,13506,1
46633,13386,19876,18911,13583,1
46194,13606,19876,19124,13693,1
46194,13181,19876,18830,13286,1
46194,13108,19876,18779,13216,1
46194,13459,19876,18830,13553,1
46194,13313,19558,18911,13412,1
46194,12969,19240,18617,13082,1
46194,13994,19240,18971,14066,1
46194,13606,19240,19587,13693,1
46194,13247,19240,19600,13349,1
45794,13401,19463,19073,13405,1
46194,13918,19834,19316,13993,1
45794,13394,19685,19377,13398,1
44595,14016,19834,19641,13718,1
45394,13760,19685,20320,13657,1
44595,13042,19685,19864,12790,1
44116,13049,19834,19370,12688,1
43876,12969,19368,18789,12557,1
44595,13767,19685,19357,13481,1
43876,13459,19209,19478,13024,1
43636,13323,19198,19424,12840,1
43516,13994,19272,19661,13450,1
43516,13994,19495,19915,13450,1
43157,13459,19495,20107,12861,1
43636,14123,19495,20046,13600,1
43516,14001,19495,20188,13457,1
43876,14441,19495,20462,13957,1
44595,14221,19495,20837,13914,1
44595,14075,19495,20776,13774,1
44595,14319,19495,20641,14007,1
44236,14712,19495,21141,14298,1
44236,14997,19495,21679,14570,1
44595,14875,19495,21912,14538,1
44595,14858,19495,22155,14522,1
44595,15232,19495,22176,14878,1
44236,14507,18817,22277,14103,1
44116,14885,19043,21547,14436,1
43516,15078,18817,21932,14479,1
43876,14851,18817,21750,14347,1
43157,14875,18817,21736,14204,1
43876,14851,18817,21902,14347,1
43516,15305,18817,21841,14695,1
44595,15539,18817,22257,15171,1
44595,14734,18817,22368,14403,1
44236,14646,18817,21831,14236,1
44595,14787,18817,21615,14454,1
44595,14580,18817,21223,14256,1
44236,14778,18817,21182,14361,1
44595,14646,18817,21304,14319,1
44236,14858,18817,20847,14438,1
44236,15071,18817,21060,14640,1
44595,14778,18961,21466,14445,1
44595,14778,19099,21182,14445,1
44595,14778,19029,21283,14445,1
44595,14368,18562,20868,14054,1
44595,14221,18562,20432,13914,1
44595,14646,18562,20330,14319,1
44595,14514,18689,20168,14193,1
44595,14368,18531,20695,14054,1
45394,14368,18499,20523,14239,1
45394,14221,18181,19925,14099,1
44595,13621,18340,19803,13341,1
44595,14221,18562,19478,13914,1
44595,14287,18562,19174,13977,1
43876,14148,18562,19357,13679,1
43516,14067,18562,19215,13520,1
43157,13713,18689,19235,13101,1
43157,14001,18562,19083,13375,1
43157,13767,18562,18708,13152,1
43157,14148,18944,18708,13514,1
43157,14026,18944,18613,13398,1
43157,14221,18944,18921,13583,1
43157,13975,18706,18657,13350,1
43157,13518,18944,18485,12916,1
43157,13928,18795,18130,13305,1
43157,13247,18350,17663,12659,1
42624,13606,18350,17450,12879,1
41958,13386,18350,17694,12520,1
41558,13606,18350,17396,12637,1
41558,13606,18350,17633,12637,1
41558,13459,18350,17501,12499,1
41558,13411,18350,17505,12453,1
41558,13313,18350,17278,12361,1
41558,13313,18350,16991,12361,1
41558,13247,18350,16609,12299,1
41558,13049,18350,16416,12113,1
41558,12854,18350,16477,11929,1
41558,12854,18350,16423,11929,1
41558,13049,18350,16436,12113,1
41958,13115,18350,16507,12265,1
42357,13049,18350,16497,12292,1
42624,13127,18350,16234,12426,1
42357,12830,18350,16183,12084,1
42757,12976,18350,16264,12313,1
43157,12830,18350,16193,12263,1
43157,12610,18350,15747,12055,1
42091,12356,18350,15747,11578,1
42757,12976,18350,15656,12313,1
43157,12698,18350,15940,12138,1
43157,12141,18350,15798,11611,1
41958,12456,18350,15362,11642,1
42357,12222,18350,15321,11510,1
42357,12141,18350,14915,11434,1
43157,12222,18350,14936,11687,1
43157,12356,18350,14909,11814,1
43157,12044,18350,14814,11518,1
43157,12068,18350,14834,11541,1
43157,12302,18350,14926,11764,1
43157,11995,18350,14571,11472,1
43157,12141,18350,14774,11611,1
43157,12141,18054,14915,11611,1
43157,11995,0,14834,11472,0
42757,12383,0,14946,11751,0
42357,11863,0,14915,11171,0
41558,11292,0,14713,10457,0
40493,11585,0,14219,10500,0
39960,11292,0,14003,10110,0
39960,11585,0,13699,10384,0
39960,11585,0,13516,10384,0
39960,11438,0,13678,10247,0
39960,11585,0,13273,10384,0
39081,11292,0,13212,9920,0
38202,10999,0,12894,9458,0
38202,10999,0,12685,9458,0
38202,10999,0,12624,9458,0
38202,10999,0,12563,9458,0
38202,10999,0,12421,9458,0
37136,10999,0,12097,9230,0
37136,10999,0,11799,9230,0
36603,10999,0,11772,9117,0
36603,10686,0,11826,8828,0
36603,10384,0,11204,8548,0
35165,10384,0,11103,8246,0
35165,10252,0,10616,8125,0
35165,9974,0,10515,7869,0
35165,10120,0,10292,8003,0
34765,10120,0,10221,7920,0
33566,9974,0,10211,7537,0
33566,10120,0,10069,7671,0
33566,10120,0,9602,7671,0
33566,9827,0,9501,7403,0
33566,9827,0,9440,7403,0
32767,9681,0,9379,7105,0
31968,9534,0,9075,6808,0
31968,9534,0,8831,6808,0
31968,9534,0,8649,6808,0
31968,9534,0,8608,6808,0
31968,9534,0,8629,6808,0
31968,9373,0,8568,6662,0
31968,9212,0,8162,6516,0
30210,9534,0,8264,6450,0
30796,9534,0,7986,6569,0
31968,9222,0,7899,6524,0
31968,9212,0,7676,6516,0
31968,9212,0,7513,6516,0
30210,8919,0,7412,5895,0
31968,8919,0,7310,6250,0
30210,8919,0,7270,5895,0
30210,8919,0,6864,5895,0
30210,8919,0,6851,5895,0
30210,8919,0,6641,5895,0
31089,8919,0,6479,6072,0
30210,8919,0,6601,5895,0
30210,8787,0,6722,5776,0
31968,8919,0,6702,6250,0
31089,8655,0,6479,5834,0
31382,8460,0,6553,5716,0
31089,8641,0,6378,5821,0
31968,8070,0,6337,5479,0
30210,8509,0,6053,5526,0
30210,8070,0,6053,5130,0
28611,8363,0,5566,5076,0
29410,8509,0,5607,5366,0
28611,8363,0,5634,5076,0
28611,8363,0,5445,5076,0
28611,8070,0,5039,4814,0
27173,7747,0,4857,4244,0
28611,8070,0,4877,4814,0
27892,7909,0,4999,4528,0
27173,7855,0,4755,4340,0
27173,7989,0,4812,4459,0
27173,7909,0,4350,4388,0
27173,7747,0,4410,4244,0
27173,8070,0,4694,4531,0
27173,8070,0,4755,4531,0
26107,7552,0,4498,3864,0
25574,7454,0,4552,3674,0
25574,7601,0,4471,3804,0
25574,7650,0,4552,3847,0
25574,7454,0,4248,3674,0
25574,7747,0,4329,3933,0
26107,7747,0,4323,4037,0
25574,7454,0,4187,3674,0
25574,7454,0,4187,3674,0
26373,7454,0,4086,3829,0
25574,7454,0,3924,3674,0
23976,7454,0,3619,3367,0
23976,7454,0,3660,3367,0
23976,7454,0,3579,3367,0
22217,7323,0,3559,2915,0
21418,7454,0,3457,2878,0
22217,7909,0,3498,3427,0
22217,7454,0,3417,3031,0
22217,7601,0,3457,3158,0
22217,7454,0,3214,3031,0
23976,7454,0,3234,3367,0
23976,7454,0,3194,3367,0
23097,7323,0,3214,3083,0
22217,7454,0,3153,3031,0
22217,7601,0,3214,3158,0
23976,7601,0,3112,3496,0
23097,7454,0,3052,3198,0
22217,7454,0,2910,3031,0
22217,7323,0,2950,2915,0
23097,7454,0,2788,3198,0
23976,7454,0,2889,3367,0
23976,7454,0,2849,3367,0
23976,7454,0,2687,3367,0
23976,7323,0,2849,3251,0
23976,7367,0,2687,3290,0
23976,7191,0,2768,3135,0
22217,7191,0,2605,2800,0
22217,7191,0,2524,2800,0
22217,7454,0,2484,3031,0
22217,7323,0,2565,2915,0
22217,7191,0,2403,2800,0
22217,7191,0,2484,2800,0
22217,7191,0,2687,2800,0
22217,7191,0,2565,2800,0
22217,7323,0,2585,2915,0
22217,7191,0,2416,2800,0
22217,7323,0,2443,2915,0
22217,7191,0,2362,2800,0
23097,7191,0,2382,2967,0
23976,7191,0,2200,3135,0
23976,7191,0,1713,3135,0
23097,7044,0,1855,2839,0
22217,6898,0,1997,2544,0
22217,6898,0,2119,2544,0
22217,7191,0,2261,2800,0
22217,6898,0,2038,2544,0
22217,6898,0,1855,2544,0
22217,7191,0,1673,2800,0
22217,7044,0,1997,2672,0
22217,6898,0,2051,2544,0
22217,6898,0,1835,2544,0
20619,7093,0,1916,2413,0
20619,7191,0,1794,2498,0
20619,6898,0,2159,2244,0
20619,7191,0,2139,2498,0
20619,7191,0,1977,2498,0
20259,7118,0,1835,2366,0
19900,7323,0,2078,2476,0
19900,7323,0,2139,2476,0
20619,7323,0,2078,2612,0
19900,7323,0,1896,2476,0
20619,7323,0,1733,2612,0
20619,7191,0,1673,2498,0
20619,7191,0,1821,2498,0
20619,7191,0,1997,2498,0
20619,7191,0,1794,2498,0
20140,7181,0,1862,2399,0
20619,7454,0,1875,2727,0
20619,7191,0,1591,2498,0
20619,7191,0,1713,2498,0
20619,6898,0,1835,2244,0
20619,7191,0,1896,2498,0
20619,7191,0,1612,2498,0
20619,7191,0,1551,2498,0
20619,7191,0,1713,2498,0
19900,7191,0,1612,2362,0
19180,7044,0,1470,2100,0
19180,7191,0,1591,2227,0
20619,7191,0,1673,2498,0
19180,6898,0,1632,1974,0
19180,6898,0,1470,1974,0
19180,6898,0,1510,1974,0
18381,6898,0,1510,1825,0
19180,7191,0,1591,2227,0
19180,7191,0,1450,2227,0
19180,6996,0,1456,2058,0
18381,7044,0,1591,1951,0
19180,6898,0,1977,1974,0
19180,6898,0,1713,1974,0
19180,6605,0,1713,1721,0
19180,6898,0,1510,1974,0
19180,6898,0,1470,1974,0
19180,6800,0,1483,1890,0
19180,6898,0,1510,1974,0
19180,6605,0,1389,1721,0
19180,6898,0,1308,1974,0
19180,6898,0,1348,1974,0
19180,6605,0,1510,1721,0
19180,6703,0,1605,1806,0
19180,6751,0,1429,1848,0
18381,6898,0,1409,1825,0
19180,6898,0,1450,1974,0
19180,6898,0,1389,1974,0
19180,6898,0,1253,1974,0
19180,6751,0,1186,1848,0
18381,6605,0,1226,1573,0
18115,6800,0,1281,1691,0
18381,6751,0,1186,1699,0
18648,6898,0,1362,1875,0
19180,6605,0,1409,1721,0
19180,6605,0,1450,1721,0
17582,6898,0,1510,1676,0
19180,6898,0,1632,1974,0
19180,6605,0,1632,1721,0
19180,6703,0,1524,1806,0
18381,6444,0,1125,1434,0
19180,6751,0,1287,1848,0
19180,6283,0,1510,1443,0
19180,6605,0,1389,1721,0
19180,6605,0,1348,1721,0
19180,6605,0,1166,1721,0
19180,6390,0,1159,1536,0
19180,6283,0,1226,1443,0
19180,6605,0,1044,1721,0
19180,6444,0,1125,1582,0
19180,6283,0,1213,1443,0
19180,6283,0,1267,1443,0
18381,6444,0,1287,1434,0
18648,6390,0,1287,1437,0
19180,6390,0,1267,1536,0
19180,6283,0,1348,1443,0
19180,6283,0,1348,1443,0
19180,6283,0,1247,1443,0
19180,6283,0,1125,1443,0
19180,6498,0,1335,1629,0
19180,6605,0,1308,1721,0
19180,6605,0,1328,1721,0
19180,6283,0,1308,1443,0
17582,6283,0,1247,1149,0
19180,6283,0,1084,1443,0
19180,6283,0,1247,1443,0
19180,6283,0,1145,1443,0
18381,6283,0,1186,1296,0
18381,6283,0,1267,1296,0
18115,6283,0,1172,1247,0
16783,6283,0,943,1002,0
16783,6283,0,1267,1002,0
15984,6283,0,1226,856,0
17582,6283,0,1267,1149,0
17582,6283,0,1267,1149,0
17582,5990,0,1389,898,0
16783,6283,0,1267,1002,0
16783,6283,0,1247,1002,0
16783,6283,0,1044,1002,0
15984,6283,0,1105,856,0
15984,6283,0,1145,856,0
15984,6283,0,1132,856,0
17582,6605,0,1145,1425,0
15984,6283,0,1226,856,0
15984,5990,0,1186,606,0
17582,6283,0,1064,1149,0
15105,6136,0,963,571,0
15984,6283,0,1226,856,0
15984,6283,0,1091,856,0
15984,6283,0,983,856,0
15984,6283,0,943,856,0
15984,6283,0,861,856,0
17049,6283,0,1091,1051,0
16783,5990,0,1186,752,0
17582,6283,0,1084,1149,0
17582,6283,0,1348,1149,0
16783,6136,0,1287,877,0
17582,6283,0,1064,1149,0
17582,6283,0,1084,1149,0
16783,6136,0,963,877,0
15984,5990,0,943,606,0
15984,6136,0,943,731,0
15984,6283,0,983,856,0
15984,6136,0,1186,731,0
15984,6283,0,1145,856,0
15984,6283,0,1064,856,0
15984,6283,0,1267,856,0
15984,6283,0,1213,856,0
17582,6283,0,983,1149,0
15984,6283,0,1024,856,0
16783,6136,0,1206,877,0
16783,6136,0,1044,877,0
16783,6283,0,1166,1002,0
15984,6283,0,983,856,0
15984,5858,0,983,494,0
15984,6136,0,1186,731,0
15984,6283,0,1125,856,0
15984,6136,0,1145,731,0
15984,6136,0,1267,731,0
15984,6283,0,1206,856,0
15984,6136,0,1125,731,0
15984,6136,0,1084,731,0
15984,5990,0,1145,606,0
15984,6136,0,963,731,0
15105,6283,0,882,695,0
15984,6087,0,882,689,0
15984,6136,0,929,731,0
15984,5990,0,1125,606,0
15984,6136,0,1064,731,0
15984,6283,0,1287,856,0
15984,6136,0,1166,731,0
15984,6136,0,882,731,0
15984,6136,0,1024,731,0
15984,5990,0,821,606,0
16516,5990,0,861,703,0
15984,5990,0,963,606,0
15984,5858,0,1024,494,0
15984,5990,0,1105,606,0
15984,5858,0,1125,494,0
15984,5990,0,1105,606,0
15105,6136,0,1105,571,0
15984,6283,0,1118,856,0
15984,5990,0,1064,606,0
15984,5990,0,943,606,0
15984,5990,0,861,606,0
15984,5990,0,821,606,0
15984,5726,0,1024,381,0
14811,5990,0,1091,394,0
14225,5990,0,1145,288,0
12627,5990,0,780,0,0
14225,6283,0,902,535,0
14225,6283,0,943,535,0
14225,6136,0,740,411,0
